hotel,district,season,sentiment,topic,reviews_count
Норатон,Канавинский,Лето,POSITIVE,Чистота,6
Норатон,Канавинский,Осень,NEUTRAL,Еда,2
Норатон,Канавинский,Осень,NEUTRAL,Расположение,1
Норатон,Канавинский,Осень,NEUTRAL,Сервис,1
Норатон,Канавинский,Осень,NEUTRAL,Чистота,1
Норатон,Канавинский,Осень,POSITIVE,Еда,6
Норатон,Канавинский,Осень,POSITIVE,Расположение,2
Норатон,Канавинский,Осень,POSITIVE,Сервис,3
ОКА,Канавинский,Весна,NEUTRAL,Цена,1
ОКА,Канавинский,Зима,NEGATIVE,Еда,1
ОКА,Канавинский,Зима,NEUTRAL,Сервис,1
ОКА,Канавинский,Зима,POSITIVE,Еда,2
ОКА,Канавинский,Зима,POSITIVE,Комфорт/шум,1
ОКА,Канавинский,Лето,NEGATIVE,Чистота,1
ОКА,Канавинский,Лето,NEUTRAL,Wi‑Fi/интернет,1
ОКА,Канавинский,Лето,NEUTRAL,Еда,2
ОКА,Канавинский,Лето,NEUTRAL,Комфорт/шум,1
ОКА,Канавинский,Лето,NEUTRAL,Расположение,1
ОКА,Канавинский,Лето,NEUTRAL,Сервис,1
ОКА,Канавинский,Лето,NEUTRAL,Чистота,1
ОКА,Канавинский,Лето,POSITIVE,Еда,4
ОКА,Канавинский,Лето,POSITIVE,Расположение,3
ОКА,Канавинский,Лето,POSITIVE,Сервис,2
ОКА,Канавинский,Лето,POSITIVE,Чистота,6
ОКА,Канавинский,Осень,NEGATIVE,Комфорт/шум,1
ОКА,Канавинский,Осень,NEGATIVE,Чистота,1
ОКА,Канавинский,Осень,NEUTRAL,Еда,1
ОКА,Канавинский,Осень,NEUTRAL,Комфорт/шум,1
ОКА,Канавинский,Осень,NEUTRAL,Расположение,1
ОКА,Канавинский,Осень,NEUTRAL,Сервис,1
ОКА,Канавинский,Осень,NEUTRAL,Цена,1
ОКА,Канавинский,Осень,NEUTRAL,Чистота,2
ОКА,Канавинский,Осень,POSITIVE,Еда,1
ОКА,Канавинский,Осень,POSITIVE,Расположение,3
ОКА,Канавинский,Осень,POSITIVE,Сервис,2
ОКА,Канавинский,Осень,POSITIVE,Чистота,2
Октябрьская,Советский,Зима,NEGATIVE,Цена,1
Октябрьская,Советский,Зима,NEUTRAL,Чистота,1
Октябрьская,Советский,Зима,POSITIVE,Комфорт/шум,1
Октябрьская,Советский,Зима,POSITIVE,Расположение,2
Октябрьская,Советский,Зима,POSITIVE,Сервис,1
Октябрьская,Советский,Зима,POSITIVE,Чистота,1
Октябрьская,Советский,Лето,NEGATIVE,Еда,1
Октябрьская,Советский,Лето,NEGATIVE,Расположение,1
Октябрьская,Советский,Лето,NEGATIVE,Сервис,1
Октябрьская,Советский,Лето,NEGATIVE,Цена,1
Октябрьская,Советский,Лето,NEUTRAL,Комфорт/шум,1
Октябрьская,Советский,Лето,NEUTRAL,Расположение,2
Октябрьская,Советский,Лето,NEUTRAL,Сервис,1
Октябрьская,Советский,Лето,NEUTRAL,Чистота,1
Октябрьская,Советский,Лето,POSITIVE,Еда,4
Октябрьская,Советский,Лето,POSITIVE,Расположение,4
Октябрьская,Советский,Лето,POSITIVE,Сервис,3
Октябрьская,Советский,Лето,POSITIVE,Чистота,3
Октябрьская,Советский,Осень,NEUTRAL,Комфорт/шум,1
Октябрьская,Советский,Осень,NEUTRAL,Расположение,3
Октябрьская,Советский,Осень,NEUTRAL,Сервис,2
Октябрьская,Советский,Осень,POSITIVE,Еда,2
Октябрьская,Советский,Осень,POSITIVE,Расположение,5
Октябрьская,Советский,Осень,POSITIVE,Сервис,2
Октябрьская,Советский,Осень,POSITIVE,Цена,1
Октябрьская,Советский,Осень,POSITIVE,Чистота,2
Олимпия,Сормовский,Весна,NEUTRAL,Еда,1
Олимпия,Сормовский,Весна,NEUTRAL,Расположение,1
Олимпия,Сормовский,Весна,POSITIVE,Еда,2
Олимпия,Сормовский,Весна,POSITIVE,Расположение,1
Олимпия,Сормовский,Весна,POSITIVE,Сервис,5
Олимпия,Сормовский,Весна,POSITIVE,Чистота,2
Олимпия,Сормовский,Зима,NEGATIVE,Еда,1
Олимпия,Сормовский,Зима,NEGATIVE,Сервис,1
Олимпия,Сормовский,Зима,NEUTRAL,Комфорт/шум,1
Олимпия,Сормовский,Зима,NEUTRAL,Сервис,1
Олимпия,Сормовский,Зима,NEUTRAL,Чистота,1
Олимпия,Сормовский,Зима,POSITIVE,Еда,3
Олимпия,Сормовский,Зима,POSITIVE,Комфорт/шум,1
Олимпия,Сормовский,Зима,POSITIVE,Сервис,3
Олимпия,Сормовский,Зима,POSITIVE,Чистота,2
Олимпия,Сормовский,Лето,NEUTRAL,Еда,1
Олимпия,Сормовский,Лето,POSITIVE,Еда,1
Олимпия,Сормовский,Лето,POSITIVE,Чистота,1
Олимпия,Сормовский,Осень,NEUTRAL,Сервис,1
Олимпия,Сормовский,Осень,POSITIVE,Еда,1
Олимпия,Сормовский,Осень,POSITIVE,Расположение,2
Олимпия,Сормовский,Осень,POSITIVE,Сервис,3
Олимпия,Сормовский,Осень,POSITIVE,Чистота,2
Острожский Вал,Советский,Весна,NEGATIVE,Еда,1
Острожский Вал,Советский,Весна,NEGATIVE,Комфорт/шум,1
Острожский Вал,Советский,Весна,NEGATIVE,Сервис,1
Острожский Вал,Советский,Весна,NEUTRAL,Чистота,1
Острожский Вал,Советский,Весна,POSITIVE,Расположение,2
Острожский Вал,Советский,Весна,POSITIVE,Чистота,1
Острожский Вал,Советский,Зима,NEGATIVE,Сервис,2
Острожский Вал,Советский,Зима,NEUTRAL,Еда,2
Острожский Вал,Советский,Зима,NEUTRAL,Расположение,1
Острожский Вал,Советский,Зима,POSITIVE,Расположение,1
Острожский Вал,Советский,Зима,POSITIVE,Сервис,2
Острожский Вал,Советский,Лето,NEGATIVE,Еда,1
Острожский Вал,Советский,Лето,NEGATIVE,Комфорт/шум,2
Острожский Вал,Советский,Лето,NEGATIVE,Расположение,1
Острожский Вал,Советский,Лето,NEUTRAL,Еда,2
Острожский Вал,Советский,Лето,NEUTRAL,Расположение,3
Острожский Вал,Советский,Лето,NEUTRAL,Сервис,2
Острожский Вал,Советский,Лето,NEUTRAL,Чистота,1
Острожский Вал,Советский,Лето,POSITIVE,Еда,1
Острожский Вал,Советский,Лето,POSITIVE,Сервис,4
Острожский Вал,Советский,Лето,POSITIVE,Цена,1
Острожский Вал,Советский,Лето,POSITIVE,Чистота,1
Острожский Вал,Советский,Осень,NEGATIVE,Комфорт/шум,1
Острожский Вал,Советский,Осень,NEGATIVE,Расположение,1
Острожский Вал,Советский,Осень,NEGATIVE,Чистота,1
Острожский Вал,Советский,Осень,NEUTRAL,Чистота,2
Острожский Вал,Советский,Осень,POSITIVE,Сервис,3
Острожский Вал,Советский,Осень,POSITIVE,Чистота,1
Очаг,Советский,Весна,NEGATIVE,Еда,1
Очаг,Советский,Весна,NEGATIVE,Чистота,1
Очаг,Советский,Весна,NEUTRAL,Расположение,1
Очаг,Советский,Весна,NEUTRAL,Сервис,2
Очаг,Советский,Весна,POSITIVE,Расположение,2
Очаг,Советский,Весна,POSITIVE,Сервис,1
Очаг,Советский,Весна,POSITIVE,Чистота,3
Очаг,Советский,Зима,NEUTRAL,Чистота,1
Очаг,Советский,Зима,POSITIVE,Сервис,2
Очаг,Советский,Зима,POSITIVE,Чистота,2
Очаг,Советский,Лето,NEGATIVE,Цена,1
Очаг,Советский,Лето,NEGATIVE,Чистота,2
Очаг,Советский,Лето,NEUTRAL,Еда,1
Очаг,Советский,Лето,NEUTRAL,Расположение,3
Очаг,Советский,Лето,NEUTRAL,Сервис,1
Очаг,Советский,Лето,NEUTRAL,Цена,1
Очаг,Советский,Лето,NEUTRAL,Чистота,3
Очаг,Советский,Лето,POSITIVE,Комфорт/шум,1
Очаг,Советский,Лето,POSITIVE,Расположение,5
Очаг,Советский,Лето,POSITIVE,Сервис,5
Очаг,Советский,Лето,POSITIVE,Чистота,2
Очаг,Советский,Осень,NEGATIVE,Чистота,1
Очаг,Советский,Осень,NEUTRAL,Комфорт/шум,1
Очаг,Советский,Осень,NEUTRAL,Сервис,1
Очаг,Советский,Осень,NEUTRAL,Цена,1
Очаг,Советский,Осень,NEUTRAL,Чистота,2
Очаг,Советский,Осень,POSITIVE,Чистота,1
Парк Культуры,Автозаводский,Весна,NEUTRAL,Расположение,1
Парк Культуры,Автозаводский,Весна,NEUTRAL,Чистота,1
Парк Культуры,Автозаводский,Весна,POSITIVE,Сервис,8
Парк Культуры,Автозаводский,Весна,POSITIVE,Чистота,1
Парк Культуры,Автозаводский,Зима,NEGATIVE,Сервис,1
Парк Культуры,Автозаводский,Зима,POSITIVE,Расположение,2
Парк Культуры,Автозаводский,Зима,POSITIVE,Сервис,1
Парк Культуры,Автозаводский,Лето,NEGATIVE,Сервис,2
Парк Культуры,Автозаводский,Лето,NEGATIVE,Чистота,2
Парк Культуры,Автозаводский,Лето,NEUTRAL,Комфорт/шум,1
Парк Культуры,Автозаводский,Лето,NEUTRAL,Сервис,2
Парк Культуры,Автозаводский,Лето,NEUTRAL,Чистота,3
Парк Культуры,Автозаводский,Лето,POSITIVE,Сервис,9
Парк Культуры,Автозаводский,Лето,POSITIVE,Чистота,2
Парк Культуры,Автозаводский,Осень,NEUTRAL,Чистота,1
Парк Культуры,Автозаводский,Осень,POSITIVE,Сервис,4
Парк Культуры,Автозаводский,Осень,POSITIVE,Чистота,5
Первый класс,Нижегородский,Весна,NEGATIVE,Сервис,1
Первый класс,Нижегородский,Весна,NEUTRAL,Еда,1
Первый класс,Нижегородский,Весна,NEUTRAL,Чистота,1
Первый класс,Нижегородский,Весна,POSITIVE,Еда,1
Первый класс,Нижегородский,Весна,POSITIVE,Сервис,2
Первый класс,Нижегородский,Весна,POSITIVE,Чистота,2
Первый класс,Нижегородский,Зима,NEUTRAL,Сервис,2
Первый класс,Нижегородский,Зима,POSITIVE,Еда,1
Первый класс,Нижегородский,Зима,POSITIVE,Сервис,4
Первый класс,Нижегородский,Лето,NEGATIVE,Еда,1
Первый класс,Нижегородский,Лето,NEUTRAL,Комфорт/шум,1
Первый класс,Нижегородский,Лето,NEUTRAL,Сервис,1
Первый класс,Нижегородский,Лето,POSITIVE,Еда,3
Первый класс,Нижегородский,Лето,POSITIVE,Комфорт/шум,1
Первый класс,Нижегородский,Лето,POSITIVE,Сервис,6
Первый класс,Нижегородский,Осень,NEGATIVE,Еда,1
Первый класс,Нижегородский,Осень,NEGATIVE,Чистота,1
Первый класс,Нижегородский,Осень,NEUTRAL,Сервис,1
Первый класс,Нижегородский,Осень,NEUTRAL,Чистота,1
Первый класс,Нижегородский,Осень,POSITIVE,Комфорт/шум,1
Первый класс,Нижегородский,Осень,POSITIVE,Сервис,5
Первый класс,Нижегородский,Осень,POSITIVE,Чистота,3
Позитив,Московский,Весна,NEUTRAL,Расположение,1
Позитив,Московский,Лето,NEGATIVE,Чистота,1
Позитив,Московский,Лето,NEUTRAL,Цена,1
Позитив,Московский,Осень,POSITIVE,Цена,1
Покровка,Канавинский,Весна,NEUTRAL,Еда,1
Покровка,Канавинский,Весна,NEUTRAL,Расположение,1
Покровка,Канавинский,Весна,NEUTRAL,Чистота,1
Покровка,Канавинский,Весна,POSITIVE,Чистота,4
Покровка,Канавинский,Зима,POSITIVE,Еда,1
Покровка,Канавинский,Зима,POSITIVE,Комфорт/шум,3
Покровка,Канавинский,Зима,POSITIVE,Сервис,3
Покровка,Канавинский,Зима,POSITIVE,Чистота,1
Покровка,Канавинский,Лето,NEUTRAL,Комфорт/шум,1
Покровка,Канавинский,Лето,NEUTRAL,Расположение,1
Покровка,Канавинский,Лето,POSITIVE,Еда,1
Покровка,Канавинский,Лето,POSITIVE,Расположение,1
Покровка,Канавинский,Лето,POSITIVE,Сервис,5
Покровка,Канавинский,Лето,POSITIVE,Чистота,3
Покровка,Канавинский,Осень,NEUTRAL,Еда,2
Покровка,Канавинский,Осень,NEUTRAL,Комфорт/шум,2
Покровка,Канавинский,Осень,NEUTRAL,Расположение,2
Покровка,Канавинский,Осень,POSITIVE,Еда,2
Покровка,Канавинский,Осень,POSITIVE,Расположение,1
Покровка,Канавинский,Осень,POSITIVE,Сервис,6
Покровка,Канавинский,Осень,POSITIVE,Чистота,2
Покровка25,Нижегородский,Весна,NEUTRAL,Сервис,2
Покровка25,Нижегородский,Весна,POSITIVE,Расположение,1
Покровка25,Нижегородский,Зима,NEUTRAL,Еда,1
Покровка25,Нижегородский,Зима,NEUTRAL,Расположение,1
Покровка25,Нижегородский,Зима,NEUTRAL,Сервис,1
Покровка25,Нижегородский,Зима,NEUTRAL,Чистота,1
Покровка25,Нижегородский,Зима,POSITIVE,Комфорт/шум,1
Покровка25,Нижегородский,Зима,POSITIVE,Расположение,4
Покровка25,Нижегородский,Зима,POSITIVE,Сервис,1
Покровка25,Нижегородский,Зима,POSITIVE,Чистота,2
Покровка25,Нижегородский,Лето,NEUTRAL,Расположение,1
Покровка25,Нижегородский,Лето,NEUTRAL,Сервис,1
Покровка25,Нижегородский,Лето,NEUTRAL,Чистота,1
Покровка25,Нижегородский,Лето,POSITIVE,Комфорт/шум,1
Покровка25,Нижегородский,Лето,POSITIVE,Сервис,2
Покровка25,Нижегородский,Лето,POSITIVE,Чистота,3
Покровка25,Нижегородский,Осень,NEGATIVE,Еда,2
Покровка25,Нижегородский,Осень,NEUTRAL,Расположение,2
Покровка25,Нижегородский,Осень,NEUTRAL,Чистота,4
Покровка25,Нижегородский,Осень,POSITIVE,Комфорт/шум,1
Покровка25,Нижегородский,Осень,POSITIVE,Расположение,1
Покровка25,Нижегородский,Осень,POSITIVE,Сервис,5
Покровка25,Нижегородский,Осень,POSITIVE,Чистота,5
Русский Капитал,Автозаводский,Весна,NEUTRAL,Еда,1
Русский Капитал,Автозаводский,Весна,POSITIVE,Чистота,1
Русский Капитал,Автозаводский,Зима,NEUTRAL,Комфорт/шум,1
Русский Капитал,Автозаводский,Зима,POSITIVE,Сервис,7
Русский Капитал,Автозаводский,Зима,POSITIVE,Чистота,3
Русский Капитал,Автозаводский,Лето,NEGATIVE,Сервис,1
Русский Капитал,Автозаводский,Лето,NEUTRAL,Комфорт/шум,1
Русский Капитал,Автозаводский,Лето,NEUTRAL,Сервис,1
Русский Капитал,Автозаводский,Лето,POSITIVE,Еда,1
Русский Капитал,Автозаводский,Лето,POSITIVE,Расположение,2
Русский Капитал,Автозаводский,Лето,POSITIVE,Сервис,1
Русский Капитал,Автозаводский,Лето,POSITIVE,Чистота,1
Русский Капитал,Автозаводский,Осень,NEGATIVE,Расположение,1
Русский Капитал,Автозаводский,Осень,NEUTRAL,Расположение,1
Русский Капитал,Автозаводский,Осень,NEUTRAL,Сервис,2
Русский Капитал,Автозаводский,Осень,POSITIVE,Еда,3
Русский Капитал,Автозаводский,Осень,POSITIVE,Расположение,2
Русский Капитал,Автозаводский,Осень,POSITIVE,Сервис,9
Русский Капитал,Автозаводский,Осень,POSITIVE,Чистота,6
Секвойя by Uloo,Московский,Зима,NEUTRAL,Цена,1
Секвойя by Uloo,Московский,Зима,POSITIVE,Расположение,1
Секвойя by Uloo,Московский,Осень,POSITIVE,Комфорт/шум,1
Секвойя by Uloo,Московский,Осень,POSITIVE,Расположение,4
Секвойя by Uloo,Московский,Осень,POSITIVE,Чистота,1
Славянка,Ленинский,Весна,NEUTRAL,Комфорт/шум,1
Славянка,Ленинский,Весна,POSITIVE,Расположение,1
Славянка,Ленинский,Зима,NEGATIVE,Чистота,2
Славянка,Ленинский,Зима,NEUTRAL,Сервис,1
Славянка,Ленинский,Зима,NEUTRAL,Чистота,2
Славянка,Ленинский,Зима,POSITIVE,Расположение,2
Славянка,Ленинский,Зима,POSITIVE,Сервис,2
Славянка,Ленинский,Лето,NEGATIVE,Еда,1
Славянка,Ленинский,Лето,NEGATIVE,Комфорт/шум,1
Славянка,Ленинский,Лето,NEGATIVE,Расположение,2
Славянка,Ленинский,Лето,NEGATIVE,Сервис,2
Славянка,Ленинский,Лето,NEGATIVE,Цена,1
Славянка,Ленинский,Лето,NEGATIVE,Чистота,2
Славянка,Ленинский,Лето,NEUTRAL,Комфорт/шум,1
Славянка,Ленинский,Лето,NEUTRAL,Расположение,1
Славянка,Ленинский,Лето,NEUTRAL,Чистота,1
Славянка,Ленинский,Лето,POSITIVE,Расположение,1
Славянка,Ленинский,Лето,POSITIVE,Сервис,2
Славянка,Ленинский,Лето,POSITIVE,Чистота,1
Славянка,Ленинский,Осень,NEGATIVE,Чистота,2
Славянка,Ленинский,Осень,NEUTRAL,Комфорт/шум,1
Славянка,Ленинский,Осень,NEUTRAL,Чистота,1
Славянка,Ленинский,Осень,POSITIVE,Комфорт/шум,1
Славянка,Ленинский,Осень,POSITIVE,Расположение,3
Славянка,Ленинский,Осень,POSITIVE,Сервис,6
Славянка,Ленинский,Осень,POSITIVE,Чистота,2
Сова,Советский,Весна,NEUTRAL,Расположение,1
Сова,Советский,Весна,NEUTRAL,Чистота,1
Сова,Советский,Весна,POSITIVE,Сервис,2
Сова,Советский,Весна,POSITIVE,Чистота,1
Сова,Советский,Зима,NEUTRAL,Чистота,2
Сова,Советский,Зима,POSITIVE,Еда,1
Сова,Советский,Зима,POSITIVE,Расположение,1
Сова,Советский,Зима,POSITIVE,Сервис,3
Сова,Советский,Зима,POSITIVE,Чистота,1
Сова,Советский,Лето,NEGATIVE,Цена,1
Сова,Советский,Лето,NEGATIVE,Чистота,1
Сова,Советский,Лето,NEUTRAL,Еда,1
Сова,Советский,Лето,NEUTRAL,Сервис,1
Сова,Советский,Лето,NEUTRAL,Чистота,3
Сова,Советский,Лето,POSITIVE,Еда,2
Сова,Советский,Лето,POSITIVE,Комфорт/шум,1
Сова,Советский,Лето,POSITIVE,Расположение,1
Сова,Советский,Лето,POSITIVE,Сервис,4
Сова,Советский,Лето,POSITIVE,Чистота,6
Сова,Советский,Осень,NEGATIVE,Сервис,1
Сова,Советский,Осень,NEUTRAL,Еда,1
Сова,Советский,Осень,NEUTRAL,Комфорт/шум,1
Сова,Советский,Осень,POSITIVE,Сервис,5
Сова,Советский,Осень,POSITIVE,Чистота,2
Спать,Советский,Весна,NEGATIVE,Сервис,1
Спать,Советский,Весна,NEUTRAL,Комфорт/шум,4
Спать,Советский,Весна,POSITIVE,Расположение,1
Спать,Советский,Весна,POSITIVE,Чистота,1
Спать,Советский,Зима,NEGATIVE,Расположение,1
Спать,Советский,Зима,NEGATIVE,Чистота,1
Спать,Советский,Зима,NEUTRAL,Комфорт/шум,1
Спать,Советский,Зима,POSITIVE,Комфорт/шум,1
Спать,Советский,Зима,POSITIVE,Расположение,1
Спать,Советский,Зима,POSITIVE,Цена,1
Спать,Советский,Лето,NEGATIVE,Комфорт/шум,1
Спать,Советский,Лето,NEGATIVE,Сервис,2
Спать,Советский,Лето,NEGATIVE,Чистота,1
Спать,Советский,Лето,NEUTRAL,Расположение,1
Спать,Советский,Лето,NEUTRAL,Цена,2
Спать,Советский,Лето,NEUTRAL,Чистота,3
Спать,Советский,Лето,POSITIVE,Расположение,5
Спать,Советский,Лето,POSITIVE,Сервис,1
Спать,Советский,Лето,POSITIVE,Чистота,5
Спать,Советский,Осень,NEUTRAL,Комфорт/шум,1
Спать,Советский,Осень,NEUTRAL,Цена,1
Спать,Советский,Осень,NEUTRAL,Чистота,2
Спать,Советский,Осень,POSITIVE,Комфорт/шум,1
Спать,Советский,Осень,POSITIVE,Расположение,1
Спать,Советский,Осень,POSITIVE,Сервис,1
Спать,Советский,Осень,POSITIVE,Чистота,1
Титул,Советский,Весна,NEGATIVE,Чистота,1
Титул,Советский,Весна,NEUTRAL,Расположение,1
Титул,Советский,Весна,POSITIVE,Расположение,1
Титул,Советский,Весна,POSITIVE,Сервис,4
Титул,Советский,Весна,POSITIVE,Чистота,1
Титул,Советский,Зима,NEGATIVE,Чистота,1
Титул,Советский,Зима,NEUTRAL,Комфорт/шум,1
Титул,Советский,Зима,POSITIVE,Расположение,1
Титул,Советский,Зима,POSITIVE,Сервис,2
Титул,Советский,Зима,POSITIVE,Чистота,1
Титул,Советский,Лето,NEGATIVE,Расположение,1
Титул,Советский,Лето,NEUTRAL,Сервис,2
Титул,Советский,Лето,NEUTRAL,Цена,1
Титул,Советский,Лето,POSITIVE,Расположение,2
Титул,Советский,Лето,POSITIVE,Сервис,3
Титул,Советский,Лето,POSITIVE,Чистота,2
Титул,Советский,Осень,NEGATIVE,Сервис,1
Титул,Советский,Осень,NEGATIVE,Чистота,1
Титул,Советский,Осень,NEUTRAL,Сервис,2
Титул,Советский,Осень,POSITIVE,Еда,1
Титул,Советский,Осень,POSITIVE,Расположение,1
Титул,Советский,Осень,POSITIVE,Сервис,4
Титул,Советский,Осень,POSITIVE,Чистота,1
Тихий дворик,Московский,Весна,NEUTRAL,Комфорт/шум,1
Тихий дворик,Московский,Весна,NEUTRAL,Расположение,2
Тихий дворик,Московский,Весна,NEUTRAL,Чистота,1
Тихий дворик,Московский,Весна,POSITIVE,Сервис,2
Тихий дворик,Московский,Весна,POSITIVE,Чистота,1
Тихий дворик,Московский,Зима,NEGATIVE,Сервис,1
Тихий дворик,Московский,Зима,NEGATIVE,Чистота,1
Тихий дворик,Московский,Зима,NEUTRAL,Расположение,1
Тихий дворик,Московский,Зима,NEUTRAL,Чистота,1
Тихий дворик,Московский,Зима,POSITIVE,Комфорт/шум,1
Тихий дворик,Московский,Зима,POSITIVE,Расположение,1
Тихий дворик,Московский,Зима,POSITIVE,Сервис,5
Тихий дворик,Московский,Зима,POSITIVE,Чистота,1
Тихий дворик,Московский,Лето,NEGATIVE,Сервис,1
Тихий дворик,Московский,Лето,NEGATIVE,Чистота,2
Тихий дворик,Московский,Лето,NEUTRAL,Комфорт/шум,2
Тихий дворик,Московский,Лето,NEUTRAL,Расположение,2
Тихий дворик,Московский,Лето,NEUTRAL,Сервис,1
Тихий дворик,Московский,Лето,NEUTRAL,Чистота,2
Тихий дворик,Московский,Лето,POSITIVE,Комфорт/шум,2
Тихий дворик,Московский,Лето,POSITIVE,Расположение,2
Тихий дворик,Московский,Лето,POSITIVE,Сервис,3
Тихий дворик,Московский,Лето,POSITIVE,Чистота,2
Тихий дворик,Московский,Осень,NEGATIVE,Сервис,1
Тихий дворик,Московский,Осень,NEGATIVE,Чистота,2
Тихий дворик,Московский,Осень,NEUTRAL,Еда,1
Тихий дворик,Московский,Осень,NEUTRAL,Комфорт/шум,1
Тихий дворик,Московский,Осень,NEUTRAL,Сервис,2
Тихий дворик,Московский,Осень,POSITIVE,Комфорт/шум,1
Тихий дворик,Московский,Осень,POSITIVE,Чистота,1
Флигель,Советский,Зима,POSITIVE,Еда,1
Флигель,Советский,Зима,POSITIVE,Расположение,2
Флигель,Советский,Зима,POSITIVE,Чистота,2
Флигель,Советский,Осень,NEUTRAL,Комфорт/шум,1
Флигель,Советский,Осень,POSITIVE,Расположение,2
Флигель,Советский,Осень,POSITIVE,Чистота,2
Фонда,Советский,Весна,NEGATIVE,Еда,1
Фонда,Советский,Весна,NEUTRAL,Чистота,1
Фонда,Советский,Весна,POSITIVE,Расположение,1
Фонда,Советский,Весна,POSITIVE,Сервис,3
Фонда,Советский,Весна,POSITIVE,Чистота,1
Фонда,Советский,Зима,NEGATIVE,Сервис,1
Фонда,Советский,Зима,NEUTRAL,Расположение,1
Фонда,Советский,Зима,NEUTRAL,Сервис,1
Фонда,Советский,Зима,POSITIVE,Еда,2
Фонда,Советский,Зима,POSITIVE,Комфорт/шум,1
Фонда,Советский,Зима,POSITIVE,Расположение,1
Фонда,Советский,Зима,POSITIVE,Чистота,1
Фонда,Советский,Лето,NEGATIVE,Еда,1
Фонда,Советский,Лето,NEGATIVE,Расположение,2
Фонда,Советский,Лето,NEGATIVE,Чистота,2
Фонда,Советский,Лето,NEUTRAL,Комфорт/шум,1
Фонда,Советский,Лето,NEUTRAL,Расположение,3
Фонда,Советский,Лето,NEUTRAL,Чистота,2
Фонда,Советский,Лето,POSITIVE,Еда,2
Фонда,Советский,Лето,POSITIVE,Комфорт/шум,1
Фонда,Советский,Лето,POSITIVE,Расположение,2
Фонда,Советский,Лето,POSITIVE,Сервис,4
Фонда,Советский,Лето,POSITIVE,Чистота,1
Фонда,Советский,Осень,NEGATIVE,Сервис,1
Фонда,Советский,Осень,NEUTRAL,Еда,2
Фонда,Советский,Осень,NEUTRAL,Чистота,1
Фонда,Советский,Осень,POSITIVE,Сервис,3
Фонда,Советский,Осень,POSITIVE,Чистота,2
Чугунок,Канавинский,Весна,POSITIVE,Расположение,1
Чугунок,Канавинский,Зима,NEUTRAL,Еда,2
Чугунок,Канавинский,Зима,POSITIVE,Еда,2
Чугунок,Канавинский,Зима,POSITIVE,Сервис,1
Чугунок,Канавинский,Лето,NEGATIVE,Сервис,1
Чугунок,Канавинский,Лето,NEGATIVE,Цена,1
Чугунок,Канавинский,Лето,NEUTRAL,Еда,2
Чугунок,Канавинский,Лето,NEUTRAL,Комфорт/шум,1
Чугунок,Канавинский,Лето,NEUTRAL,Цена,1
Чугунок,Канавинский,Лето,POSITIVE,Еда,4
Чугунок,Канавинский,Лето,POSITIVE,Сервис,3
Чугунок,Канавинский,Осень,NEUTRAL,Сервис,2
Чугунок,Канавинский,Осень,POSITIVE,Еда,6
Чугунок,Канавинский,Осень,POSITIVE,Сервис,8
Яблоки,Ленинский,Весна,NEGATIVE,Сервис,1
Яблоки,Ленинский,Весна,POSITIVE,Расположение,1
Яблоки,Ленинский,Весна,POSITIVE,Сервис,2
Яблоки,Ленинский,Весна,POSITIVE,Чистота,1
Яблоки,Ленинский,Зима,NEGATIVE,Сервис,1
Яблоки,Ленинский,Зима,NEUTRAL,Еда,1
Яблоки,Ленинский,Зима,NEUTRAL,Сервис,1
Яблоки,Ленинский,Зима,POSITIVE,Расположение,2
Яблоки,Ленинский,Зима,POSITIVE,Сервис,4
Яблоки,Ленинский,Зима,POSITIVE,Чистота,1
Яблоки,Ленинский,Лето,NEGATIVE,Сервис,1
Яблоки,Ленинский,Лето,NEGATIVE,Чистота,1
Яблоки,Ленинский,Лето,NEUTRAL,Еда,1
Яблоки,Ленинский,Лето,NEUTRAL,Расположение,1
Яблоки,Ленинский,Лето,NEUTRAL,Чистота,2
Яблоки,Ленинский,Лето,POSITIVE,Комфорт/шум,2
Яблоки,Ленинский,Лето,POSITIVE,Сервис,3
Яблоки,Ленинский,Лето,POSITIVE,Цена,1
Яблоки,Ленинский,Осень,NEUTRAL,Комфорт/шум,1
Яблоки,Ленинский,Осень,NEUTRAL,Расположение,1
Яблоки,Ленинский,Осень,POSITIVE,Комфорт/шум,1
Яблоки,Ленинский,Осень,POSITIVE,Сервис,2
Яблоки,Ленинский,Осень,POSITIVE,Чистота,4
