hotel,district,source,author,date,rating,review
Мини Отель на Сергиевской 13,Канавинский,yandex_maps,NIna Klop,23 августа 2025,5.0,"Понравилось! Стиль морской. Местоположение рядом с домом Горького -центр. Удобно ставить машину на бесплатную парковку. Чёткая работа администратора Татьяны. Ещё хочется сказать спасибо Сергею, который вошёл в положение (не могли оплатить номер) не было связи с интернетом."
Мини Отель на Сергиевской 13,Канавинский,yandex_maps,Дмитрий Миронов,11 октября 2025,5.0,"Уютный мини отель. Номер находился на третьем этаже. Было все необходимое: столовые приборы, чашки, холодильник, микроволновка, утюг, фен. В самом номере был кондиционер. Минус: неудобно мыть посуду (особенно бокалы) в номере, так как кран…"
Мини Отель на Сергиевской 13,Канавинский,yandex_maps,Алина Василенко,15 июня 2025,5.0,"Были здесь с молодым человеком в апреле, останавливались на пару ночей, нам все понравилось! Всего 5 номеров и кроме нас, кажется, никого не было. Все необходимое в номере было, кровать хорошая, все вполне себе чисто и уютно. Нам, как молодой паре, большего и не нужно…"
Мини Отель на Сергиевской 13,Канавинский,yandex_maps,Екатерина Серенкова,11 июня 2025,4.0,"Отличное расположение. Очень демократичная для города стоимость. В номере большая кровать с хорошим матрасом, в душе умывальные принадлежности и всегда теплая вода. Из капризов - хотелось бы поярче свет в ванной и очищенный…"
Мини Отель на Сергиевской 13,Канавинский,yandex_maps,Анатолий И,20 мая 2025,5.0,"Мне кажется этот мини отель переделан из чердачного помещения исторического 2-х этажного здания в центре Нижнего Новгорода, рядом с домом деда Алексей Пешково (Максима Горького). Заселение и выселение он-лайн: Хозяев не видишь. Все прилично.…"
Мини Отель на Сергиевской 13,Канавинский,yandex_maps,Алена Т.,18 июля 2025,5.0,"Отличное расположение, чистые и уютные номера со всем необходимым, удобное расположение отеля. На этаже микроволновка, чай, кофе, сахар,посуда. Просторная ванная комната с полотенцами и душевыми принадлежностями"
Мини Отель на Сергиевской 13,Канавинский,yandex_maps,Юлия Д,30 сентября 2024,4.0,"За свою цену очень неплохой хостел. Чисто, свежо, в коридоре есть небольшая кухня. Мы приезжали с собакой, и к животным отношение понимающее. Единственный минус это вода. Горячая течет из крана очень недолго,…"
Мини Отель на Сергиевской 13,Канавинский,yandex_maps,Zeta Beta,28 февраля 2024,5.0,"Гостиница хороша для самостоятельных путешественников, без лишних формальностей и строгостей, и если вы не ярый приверженец ежедневной смены белья.При заселении номер был готов раньше чем доехали до города, а при выселении из номера администратор пошла на…"
Мини Отель на Сергиевской 13,Канавинский,yandex_maps,Надежда Механикова,3 марта 2024,5.0,"Цена-качество, с животными заезд без проблем. Нормальный ремонт. Из минусов жарковато и душновато. Номер обошелся 3000₽ в сутки без доплаты за животное, рядом набережная и исторический центр. Удобная стихийная бесплатная парковка. Сервис ни на 5 звезд, но все в соответствии с ценником. Прям довольны."
Мини Отель на Сергиевской 13,Канавинский,yandex_maps,Павел Теренин,16 июля 2024,4.0,"Номера в принципе не плохие, в сочетании цена/качество лучше не найти наверное. Сами номера расположены на 3 этаже (под самой крышей) и в номере есть кондиционер, однако в коридоре его нет и жарким летом там душно и единственное окно не помогает. Большим плюсом является…"
Мини Отель на Сергиевской 13,Канавинский,yandex_maps,Дианесса,19 октября 2025,5.0,"Отель супер, всё понравилось. Единственное, что было не очень, это то что там перекопали всю улицу и подьехать на машине было неудобно"
Мини Отель на Сергиевской 13,Канавинский,yandex_maps,оксана ш.,25 августа 2025,4.0,"Если бы было не перекопано,то пять,а так не удобно было обходить,еще и дожди!в отеле чисто,чай кофе,вода все доступно для проживания,то есть для ночлега!"
Мини Отель на Сергиевской 13,Канавинский,yandex_maps,Сергей Евич,20 апреля 2025,2.0,Фото при бронировании на островке не соответствует фактическому состоянию номеров отеля. Разочарование и желание выселиться вызвал отель. Решил сэкономить и в последствии пожалел об этом(
Мини Отель на Сергиевской 13,Канавинский,yandex_maps,Денис Ковалёв,15 августа 2022,4.0,"Отличный вариант за эти деньги. В номере было достаточно чисто, много розеток. Есть кондиционер, телевизор и шампуни/гель для душа. Из негативного- в номере маленькое окно и все бы ничего, но оно не открывается, из-за чего проблемы со свежим воздухом. Рядом находится смотровая площадка и новый парк"
Мини Отель на Сергиевской 13,Канавинский,yandex_maps,Юлия О.,3 января 2025,1.0,"Отвратительно!!! Темные и грязные номера, убитая мебель, никакого сервиса: ни чайника в номере, ни холодильника, два полотенца на двоих, грубый администратор. Худшее место из худших"
Мини Отель на Сергиевской 13,Канавинский,yandex_maps,Савицкий Михаил,10 сентября 2022,3.0,"ЛЮДЯМ С ПРОБЛЕМАМИ С ДЫХАНИЕМ НЕ РЕКОМЕНДУЮ НОМЕР БЕЗ ОКОН, КОНДИЦИОНЕР НЕ ПОМОЖЕТ. Суммарная оценка - 2…"
Мини Отель на Сергиевской 13,Канавинский,yandex_maps,Евгений,3 июня 2024,3.0,"Спать норм, матрас удобный, но очень не хватает принудительной вентиляции в туалете (номер без окон), приходилось дверь открытой держать и проветривать перед сном. Ну 3 балла за абсолютно не мытый кондиционер, включил и выключил сразу, а то это тот ещё рассадник…"
Мини Отель на Сергиевской 13,Канавинский,yandex_maps,Ирина Ф.,17 июня 2025,2.0,"На всех сайтах указано, что размещение с животными возможно. В итоге по факту отказали в размещении с собакой весом до 5 кг"
Мини Отель на Сергиевской 13,Канавинский,yandex_maps,Маргарита Шохирева,20 июля 2022,5.0,"В первый момент был шок: 3-ий этаж двухэтажного здания желтого цвета. Оказалось - это мансарда и с улицы ее не видно. Второй шок: ванна в одном помещении с кроватью))). Мыться прохладно даже в жару, но из-за ванны номер огромный. Не знаю какой у меня получился отзыв, но впечатление осталось хорошее, как и от города в целом"
Мини Отель на Сергиевской 13,Канавинский,yandex_maps,Ольга Д.,24 августа 2022,1.0,"При звонке в 23.00 говорят, что уже поздно для звонка! На вотс ап отвечают очень долго могут ответить только на следующий день! Грязь под кроватью годовалая. И её не бегут убирать с изменениями, а вручают швабру. Чтобы я за свои же деньги убирала даже не за собой, а за…"
Мини Отель на Сергиевской 13,Канавинский,yandex_maps,Марина К,14 июля 2025,4.0,"Неплохо. Но ремонт во дворе((( ручка сломана-дверь в номер. Нет окна, непонятно день или ночь) Расположение очень удобное"
Мини Отель на Сергиевской 13,Канавинский,yandex_maps,Анастасия,23 августа 2022,5.0,"Удобное безконтактное заселение: в день заезда позвонили, а потом прислали всю необходимую информацию. Самый центр - тоже большой плюс. В номере достаточно чисто, есть фен и кондиционер. В коридоре - бойлер, чай, кофе, сахар. Ни персонала, ни других постояльцев не видели. Цена по городу самая приемлемая. Спасибо."
Мини Отель на Сергиевской 13,Канавинский,yandex_maps,Татьяна,24 мая 2024,5.0,"Планировали на одну ночь , вполне , шикарная джакузи , но не было время воспользоваться"
Мини Отель на Сергиевской 13,Канавинский,yandex_maps,Вася Плошкин,27 ноября 2022,1.0,"бронировали номер на 26-27 ноября 2022 года через приложение ""островок"". Накануне связались с поддержкой. Было сообщено, что с 14 до 15 часов персонал будет на месте и можно будет заселяться. 26 ноября в 14:00 были у двери гостиницы. Дверь была закрыта. На двери были…"
Мини Отель на Сергиевской 13,Канавинский,yandex_maps,В. Г.,5 декабря 2023,1.0,"Дышать не чем, но если не открыто окно в коридоре, тогда в пятом номере где то из под прекрасных подвесных конструкций будет доносится ураган леденящего ветра, окно есть, но оно не открывается от слова совсем.…"
Мини Отель на Сергиевской 13,Канавинский,yandex_maps,Александр Долов,16 июня 2024,5.0,Отличное место!)) Рекомендую.
Мини Отель на Сергиевской 13,Канавинский,yandex_maps,Евгений Милованов,4 апреля 2024,5.0,Отличное место!
КвартРента НН,Канавинский,yandex_maps,ermakova.kp,29 октября 2025,5.0,"Были в гостях в октябре 2025 года. Квартира очень уютная, теплая и чистая. Полностью соответствует фотографиям. Есть все необходимое для комфортного пребывания (от ножей до wink). В шаговой доступности из продуктовых магазинов: КБ, вкусные белорусские продукты, мясной йола…"
КвартРента НН,Канавинский,yandex_maps,Natalia I.,16 июня 2025,5.0,Квартира удобно расположена. Рядом много кафе и магазинов. Буквально 5-7 минут пешком и вы уже находитесь на пешеходной части Б. Покровской улицы. В квартире есть все необходимое для проживания. Квартира чистая. Хозяйка квартиры отвечает быстро.
КвартРента НН,Канавинский,yandex_maps,veronika,7 марта 2025,5.0,"Чистая, уютная квартира в центре города, удобное расположение, все есть для комфортного проживания. Рядом магазины."
КвартРента НН,Канавинский,yandex_maps,Юрий Шмидт,1 апреля 2025,5.0,"Чисто, удобно, достаточно тихо, хорошее соотношение цена/качество за свои деньги"
КвартРента НН,Канавинский,yandex_maps,Светлана Юрова,14 марта 2025,5.0,"Учень удачное расположение, рядом исторический центр, метро, остановки общественного транспорта. Квартира чистая, уютная. Жила 4 суток, было тихо. Для проживания всё есть, всё работает. Бесконтактное заселение прошло гладко, очень удобно. Рекомендую, вернулась бы сюда ещё раз."
КвартРента НН,Канавинский,yandex_maps,Катя,3 марта 2025,5.0,"Квартиру бронировала для родственницы. Чисто, уютно, из окон видна площадь Горького. Бесконтактное заселение очень удобное. Обращусь ещё"
ДзенХоум,Канавинский,yandex_maps,Anastasia P.,6 января,1.0,"Итак. Мы приехали как показалось в обычную квартирку, на месте: битые гигантские пиксели на тв, там пятно, там поломка. Ну а на десерт, вечером, когда мы хотели принять ванну, вся вода из неё вытекла на пол! Мы ждали 1,5 часа пока мастер заменит сифон!!!!! Наши дети не спали, все были…"
ДзенХоум,Канавинский,yandex_maps,Олеся Макарова,19 сентября 2025,5.0,"Отличное место отдыха, квартира просторная, чистота. Белье постельное белое. Тишина, ни какого шума дорог или гуляющих людей. Если возникают вопросы в чате нам помогают. Мне очень понравилось"
Апартаменты Видовая Студия в Км Тауэр Плаза,Канавинский,yandex_maps,Мила Колузаева,3 июня 2025,5.0,"Три раза приезжала в Нижний Новгород и всё время останавливаюсь в апартаментах данного комплекса. Для меня удобно территориально, до центра ходила всегда пешком, до Кремля 40 минут, что вполне приемлемо, половина пути идёт по главной пешеходной улице, можно и…"
Заречная,Ленинский,yandex_maps,Пинаева Елена,30 июля 2025,5.0,"Ездили с семьёй на неделю в Нижний Новгород, брали в этой гостинице двухкомнатный номер с диваном на троих. Номер чистый, обустроен по-современному, красиво, любые возникающие вопросы через стойку регистрации решались быстро. Персонал доброжелательный,…"
Заречная,Ленинский,yandex_maps,Игорь Демченко,26 августа 2025,4.0,"Проживали с семьёй с 15-17 августа 2025г. Специально не планировали, попали на день города. Номер 318 комфорт-плюс, двухкомнатный, на 3-м этаже, с видом на фонтан. Чисто, комфортно, уютно. База клиентов ведётся давно. Так, при оформлении, администратор радостно и…"
Заречная,Ленинский,yandex_maps,Var B.,25 сентября 2025,5.0,"Отличная гостиница в самом сердце Нижнего Новгорода! Останавливался в «Заречной» — и остался очень доволен. Номер чистый, просторный, всё аккуратно и современно: удобная кровать, исправная техника (чайник, холодильник, кондиционер), свежее постельное бельё. Особенно…"
Заречная,Ленинский,yandex_maps,Елизавета Илюхина,10 августа 2025,5.0,"Отличный выбор для отдыха! Останавливались в этой гостинице и остались очень довольны. Персонал приветливый и внимательный, всегда готовы помочь с любыми вопросами"
Заречная,Ленинский,yandex_maps,Дмитрий Аленкин,10 сентября 2025,5.0,"Отличный выбор для отдыха! Останавливаюсь в этой гостинице и остаюсь каждый раз очень довольным. Персонал приветливый и очень внимательный, всегда…"
Заречная,Ленинский,yandex_maps,Aleksa Cobb,11 сентября 2025,5.0,Останавливались в трехзвездочном отеле и остались очень довольны своим выбором. Отель приятно удивил своей уютной атмосферой. Расположение просто идеальное – в пешей доступности метро (1-2…
Заречная,Ленинский,yandex_maps,Марина Г.,22 июля 2025,5.0,"Останавливалась в этой гостинице и осталась довольна! Главные плюсы — удобное расположение: рядом метро, что очень упрощает перемещение по городу, а также торговый центр с большим фудкортом и ресторан ""Вкусно и точка"" — голодным точно не останешься.…"
Заречная,Ленинский,yandex_maps,Товарищ Сухов,19 сентября 2025,5.0,"Хорошая гостиница, сопоставимая с московским Измайлово (Гамма/Бета). Что-то лучше, что-то хуже (напр-р в Измайлово не было чайника в номере, здесь он есть). Номер ежедневно убирают, использованные полотенца/шампуни заменяют новыми. Шумоизоляция приемлемая (но…"
Заречная,Ленинский,yandex_maps,Ильнур М.,24 июля 2025,5.0,"Отличная гостиница. Все чисто, уютно, сделано со вкусом. Ежедневная уборка в номере, смена полотенец. На случай отключения горячей воды имеются бойлерные душевые на этаже, что немаловажно. Персонал вежливый и дружелюбный. Был бесплатный вай-фай с хорошей…"
Заречная,Ленинский,yandex_maps,Alla Lavinskaya,25 июля 2025,5.0,"В целом гостиница неплохая, чисто, уютно, в номере был холодильник, чайник, кондиционер, 2 бутылочки воды, стаканы, тарелки, вилки. Останавливалась с ребенком, места в номере достаточно, номер на 5 этаже. Единственный минус это шторы, в 6 утра палящее солнце в окно…"
Заречная,Ленинский,yandex_maps,Дмитрий Спасский,28 июля 2025,5.0,Посетили гостиницу в составе туристической группы. Заселение прошло очень быстро и чëтко. Встретил нас доброжелательный персонал. Все документы были подготовлены заранее. Через 10 минут уставшие туристы оказались у себя в номере. Номер встретил нас чистотой и…
Заречная,Ленинский,yandex_maps,Наталья Пономарева,17 августа 2025,5.0,"Были на экскурсии в Нижнем Новгороде и останавливались в гостинице Заречная, пр-т Ленина, 36. Очень хорошая гостиница. Чистая, уютная. Современная мебель. В номере имеется Wi-Fi, на случай отключения интернета. Также в номере телевизор, кондиционер, холодильник,…"
Заречная,Ленинский,yandex_maps,Инкогнито 6762,22 июля 2025,5.0,"Отдыхали с детьми , всё понравилось! Удобное расположение , хорошая транспортная развязка. На метро можно за 15 минут доехать до центра города, где основные достопримечательности. В гостинице два кафе. Приветливый,…"
Заречная,Ленинский,yandex_maps,Галга,28 июля 2025,5.0,"Прекрасное место, чисто, уютно, номер просторный, кондиционер работает отлично, в номере набор посуды и чайник, хорошее постельное бельё, набор полотенец на каждого, гигиенические наборы. Санузел совсем маленький, но чистый и всё необходимое есть. Завтраки по…"
Заречная,Ленинский,yandex_maps,Лариса М.,27 ноября 2025,5.0,"Очень довольна «Заречной». Персонал, учёт пожеланий при бронировании (этаж, вид), условия, чистота, месторасположение рядом с метро - всё на пятёрку. Хорошая гостиница со всеми удобствами, без ожиданий от нее Хилтона. Меня поразил санузел - ИДЕАЛЬНО чистый!…"
Заречная,Ленинский,yandex_maps,Наталья,8 августа 2025,5.0,"Превосходные впечатления от проживания в этой гостинице! Номера уютные и чистые, с современным дизайном и всем необходимым для комфортного отдыха. Персонал гостиницы очень внимательный и приветливый, всегда готов помочь и ответить на любые вопросы.…"
Заречная,Ленинский,yandex_maps,Ольга Кострюкова,25 июля 2025,5.0,"Была в гостинице с дочкой и внучкой. Гостеприимный персонал, чистые номера, полотенца меняют каждый день. Завтраки вкусные на выбор. Телевизор, кондиционер, чайник и чашки, тарелки, приборы, есть все для комфортного проживания. Рядом метро, кинотеатр, Вкусно и точка и торговый центр."
Заречная,Ленинский,yandex_maps,Владимир Тихомиров,18 сентября 2025,5.0,"Хорошая гостиница. Номера чистые. В санузле мыльные принадлежности, денталкит. Фена не было. Есть тапочки. Халатов нет. Персонал дружелюбный. Без проблем поменяли номер на другой с двуспальной кроватью.…"
Заречная,Ленинский,yandex_maps,Сергей Бобров,8 августа 2025,5.0,"Достаточно хорошая гостиница. Приветливый персонал, всегда помогут найти и подсказать приемлемый вариант размещения. Номера на разные финансовые возможности. Есть неплохое кафе, завтраки , ужины , обеды, вкусно ))). В номерах чисто, кондей, тв, принадлежности.+ кухонные…"
Заречная,Ленинский,yandex_maps,Павел Дергачев,15 января,4.0,"Удобное расположение: метро, магазины, ТЦ, Вкусно - и точка. Приветливый персонал. Номера чистые, теплые (был зимой). В номере есть чайный набор. Удобно, что в здании гостиницы расположены два кафе: ""Сова"" и ""Самурай"". Завтраки по фиксированному меню из 4-х…"
Заречная,Ленинский,yandex_maps,Влада Погоцкая,29 ноября 2025,5.0,"Отель оставил исключительно положительное впечатление! Уютные номера, оформленные с вкусом, создают атмосферу домашнего уюта. Персонал вежливый и отзывчивый, всегда готов прийти на помощь. Завтраки разнообразные и вкусные, что особенно радует.…"
Заречная,Ленинский,yandex_maps,Сергей Гуков,12 сентября 2025,5.0,"Останавливался сдесь всего на 1 ночь. Первое впечатление , простой снаружи и вполне приличный внутри. Соответствует своим 3 звездам. Все чисто, аккуратно. Номер с щирокой кроватью, вполне комфортно выспался…"
Заречная,Ленинский,yandex_maps,Кирилл Михалыч,28 августа 2025,5.0,"Были в Нижнем Новгороде, останавливались на ночь,отличная гостиница. Все чисто, уютно, сделано со вкусом. Приятный дизайн, новая мебель, белоснежные пушистые полотенца. Персонал вежливый и дружелюбный. К уборке нареканий не было. Были приятно удивлён бесплатным вай-фаем с хорошей скоростью и наличием парковки. Советуем!!!!!!!!"
Заречная,Ленинский,yandex_maps,Елена А.,12 января,5.0,"Хорошая гостиница, отличный баланс деньги/качество. Номер чистый, небольшой, но есть все для жизни - даже полный комплект посуды. Уборка каждый день. Завтрак достаточный, хоть и не шведский стол. Рестораном не…"
Заречная,Ленинский,yandex_maps,Наталия Наталия,3 ноября 2025,5.0,"Останавливались именно в данном отеле! Очень удобное расположение (близость к метро), рядом есть Пятерочка, Вкусно и точка. Прекрасные завтраки! Номер чистый, свежий! Заселили пораньше, т. к. номер был уже готов. Очень приветливые девушки на ресепшене и охрана. Любые вопросы решались за считанные минуты. Отель рекомендую!"
Заречная,Ленинский,yandex_maps,Olga M.,23 октября 2025,5.0,"Хорошая гостиница. Номер чистый. Персонал отзывчивый. Заселили сразу по приезде в 12:30. На первом этаже ресторан Самурай. Вкусная кухня. Рядом станция метро, можно без проблем добраться в историческую часть города. Из минусов отсутствие ночных штор и оооочень маленький санузел."
Заречная,Ленинский,yandex_maps,Илья Н.,11 августа 2025,5.0,"Замечательный отель, рядом есть всё, что необходимо: трц, кофейни, кафе, мак. Конечно, главное достоинство- транспортная доступность, рядом станция метро. В номере чисто, проблем с горячей водой не было, хотя в отзывах писали об этом. Все принадлежности были: гель для душа, шампунь, зубные щетки, мыло, несколько полотенец."
Заречная,Ленинский,yandex_maps,Марина Муратова,12 октября 2025,5.0,"Чистая, уютная гоатиница, приветливый персонал, вкусная еда, уборка ежедневно, в номере есть тапки, набрры со щетками, поскда, холодильник, полотена, фен, телевизор, чайник. На этаже кулер с холодной и горячей водой, гладильная доска."
Заречная,Ленинский,yandex_maps,Артем Перепелкин,30 июля 2025,5.0,"В целом отличная гостиница! Вполне могли бы соответствовать 4 звездам! В номерах чисто и уютно! Мы снимали номер комфорт плюс! Полотенца,тапочки,душевые принадлежности есть в наличии,завтрак…"
Заречная,Ленинский,yandex_maps,Светлана,22 августа 2025,5.0,"Гостиница расположена очень удобно рядом со станцией метро Заречная. Напротив находится небольшой парк с качелями и фонтаном. Персонал гостиницы очень доброжелательный, бронировали по звонку по телефону. Номер стандарт чистый, есть все необходимое. Большое спасибо!"
Заречная,Ленинский,yandex_maps,Надежда Лапшина,9 августа 2025,5.0,"Отличная уютная гостиница в 3х станциях метро от центра. Приветливые сотрудники, чистые номера, ночью тишина, номера новые после ремонта, мебель новая, уборка и смена полотенец каждый день. Радует наличие электронных ключей. В шаговой доступности много кафе, метро, ТЦ, пятерочка. Рекомендую"
Заречная,Ленинский,yandex_maps,Татьяна П.,20 августа 2025,5.0,"Гостиница понравилась. Расположение отлично, метро в двух шагах. В номерах чисто. В номере телевизор, холодильник, кондиционер, чайник, два полотенца, одноразовые тапочки, мыло, гель для душа, шампунь,…"
Заречная,Ленинский,yandex_maps,Жесткова Софья,3 января,5.0,"Все понравилось! Чисто, уютно, спокойно. Оставались на одну ночь, все устроило. В номере есть холодильник, чайник, доп. одноразовое мыло, гель для душа, шампунь, два стакана, две бутылки, 4 полотенца, два для лица, два для тела. В общем, все для удобства и комфортна есть.…"
Заречная,Ленинский,yandex_maps,Юлия,20 ноября 2025,3.0,"Обслуживание хорошее. Но все остальное.... Улучшенный номер от обычного отличался наверное феном и чайником, но это не точно! Кровать узкая ( 1,40 наверно), очень скрипела, одеяло соответственно такое же, хорошо, что было второе. Надо отдать должное- батарея топила как надо…"
Заречная,Ленинский,yandex_maps,Юлий Сергиевский,13 августа 2025,4.0,"Плюсы: Номер чистый, Рядом метро, Сантехника в хорошем…"
Заречная,Ленинский,yandex_maps,Вероника Владимирова,27 июля 2025,5.0,"Персонал очень приветливый, быстро оформили номер. Номер чистый с кондиционером, холодильником, чайником и удобной кроватью. Рядом метро, мак для завтраков😃. Расположение очень удачное. Ночью тихо, можно спать спокойно."
Заречная,Ленинский,yandex_maps,Владимир,10 августа 2025,5.0,"Смогли оценить просторы и красоты города Нижний Новгород благодаря проживанию в комфортабельной и гостеприимной гостинице Заречная. Услужливый персонал, чистые и просторные номера с ремонтом сделали отдых приятным и запоминающимся. Спасибо вам за достойный прием!"
Заречная,Ленинский,yandex_maps,Юлия,13 сентября 2025,5.0,"Все хорошо, в номере чисто, новая чистая сантехника, плитка, есть все необходимое, вода в бутылке при заселении, удобное расположение около станции метро, рядом Макдональдс. Приветливый персонал. Буду рекомендовать гостиницу друзьям."
Заречная,Ленинский,yandex_maps,Ксения С.,22 августа 2025,5.0,"Проживание в отеле оставило положительное впечатление. Удобное расположение: совсем рядом метро, «Вкусно и точка» и «Пятёрочка». Тихий район с парком перед гостиницей. Номер просторный и чистый, персонал доброжелательный. Рекомендую!"
Заречная,Ленинский,yandex_maps,Наталья,12 октября 2025,5.0,"Останавливаюсь в гостинице не в первый раз. В шаговой доступности метро, автобусные остановки, торговый комплекс. В номере чисто и уютно, всё самое нужное - холодильник, чайник, телевизор - присутствуют. Вежливый и приветливый персонал. Уровень гостеприимства - на уровне."
Заречная,Ленинский,yandex_maps,Svetlana Vixi,3 января,5.0,"Выбрали гостиницу для проведения Нового года. Нас несколько семей, отличный сервис, вкусный борщ и завтраки, всё приносили в номер. Очень доброжелательный и отзывчивый персонал! Помогли с местными достопримечательностями и выбором мест, где очень вкусная кухня. Рядом большой ТЦ. Отдохнули на 10 из 10!"
Заречная,Ленинский,yandex_maps,Александра Ольховатова,8 октября 2025,5.0,"Ездили отдохнуть. Очень приятный номер, чистый и современный. Если возникали какие-то недопонимания, вопросы то персонал решал всë быстро и без проблем. Очень вежливые работники гостиницы, проводить отдых там стало одной удовольствие."
Заречная,Ленинский,yandex_maps,Дарья Щербакова,16 октября 2025,5.0,"Обалденная гостиница. Очень приветливый персонал. Приезжаем второй раз и будем приезжать еще. Мало мест в которые хочется вернуться, но сюда всегда хочется возвращаться. Очень удобное месторасположение. Стоянка для машины, вкусная еда. Огромное Вам спасибо ❤️ за всё. Желаю Вам процветания и классных клиентов."
Заречная,Ленинский,yandex_maps,Наталья,11 января,5.0,"Все отлично, нужно было переночевать (2 взр и 1 реб), номер комфорт большой, все чисто, белье и полотенца белоснежные, гигиенические принадлежности и тапочки в наличии. Утром накормили завтраком (несколько сетов на выбор). Спасибо!"
Заречная,Ленинский,yandex_maps,Вадим Былич,6 октября 2025,5.0,"Нормальная гостиница. Номера большие, вместительные. Соответствует своим звёздам. Радом метро и остановка автобусов, транспортная развязка развитая. Покушать можно в кафе, рядом ресторан можно поесть суши и не только, а также Вкусно и точка. На любой вкус. Мне понравилось. А вам самим принимать решение."
Заречная,Ленинский,yandex_maps,Виктория Петренко,6 января,5.0,"Отель понравился! Персонал приятный, везде помогут расскажут что к чему. Номер быд двухместный, чисто все, аккуратно, постельное белье чистое, кровать мягкая. В санузле есть все необходимое для личной гигиены. Месторасплдожение отеля очень порадовало, метро рядом."
Заречная,Ленинский,yandex_maps,Полина Молчанова,22 июля 2025,5.0,"Осталась очень довольна проживанием в гостинице «Заречная»! Номера чистые, уютные, чувствуется забота о комфорте гостей. Персонал доброжелательный и всегда готов помочь. Особенно понравилась атмосфера спокойствия и домашнего тепла. Рекомендую! 🌟"
Заречная,Ленинский,yandex_maps,Мария Велединская,25 июля 2025,5.0,"Гостиница расположена очень удобно- в шаговой доступности станция метро Заречная Приехали раньше, но засели нас без проблем. Номер чистый , уютный! Вкусные завтраки! Соответствие цены и качества!"
Заречная,Ленинский,yandex_maps,Александр,31 октября 2025,3.0,"Плюсы. Отели расположен в очень удобной транспортной развязке , метро 40 метрах. На первом этаже есть кафе, где можно доступно и не дорого…"
Заречная,Ленинский,yandex_maps,Михаил,7 октября 2025,5.0,"Удобно расположенная гостиница, рядом с метро Заречная. Уютный номер. Всё что надо для работы и отдыха письменный стол, телевизор, чайник. В номере тепло, есть и кондиционер. Полноценная ванная, что достаточно редко в не дорогих…"
